OBJECTID_1,OBJECTID,votdst,NAME,SUM_VOTERS,Shape_Length,Shape_Area
1459,1459,1426,SEA 34-1426,316,5356.12059962777,1256551.1158184
1460,1460,1427,SEA 34-1427,288,4442.73457087269,1185969.49792628
1461,1461,1428,SEA 34-1428,243,4059.73700056037,935474.410599168
1462,1462,1429,SEA 34-1429,280,5693.62725369598,1474076.19559524
1463,1463,1430,SEA 34-1430,319,4254.39332440111,1039393.72300062
1464,1464,1431,SEA 34-1431,473,5158.80931858507,1230514.00507583
1465,1465,1432,SEA 34-1432,355,6556.91192430283,2164681.94061901
1466,1466,1433,SEA 34-1433,328,8595.62384284777,4149081.93148893
1467,1467,1434,SEA 34-1434,282,6647.38128893697,1987544.35762018
1468,1468,1435,SEA 34-1435,319,9640.82268811527,2144457.45301294
1469,1469,1436,SEA 34-1436,401,7131.0500522058,2273927.20687656
1470,1470,1437,SEA 34-1437,587,7292.57017943267,1625761.06563201
1471,1471,1438,SEA 34-1438,339,5130.93407624616,1502962.04674241
1472,1472,1439,SEA 34-1439,409,9728.32922872559,3681643.67200153
1473,1473,1440,SEA 34-1440,254,4550.88936336,1061147.21154643
1474,1474,1441,SEA 34-1441,300,6279.74492540313,1340521.96783841
1475,1475,1442,SEA 34-1442,390,8721.63486652774,3790248.26059642
1476,1476,1443,SEA 34-1443,375,8049.73369542026,2218620.79878314
1477,1477,1444,SEA 34-1444,603,7290.67505848943,3294742.16796587
1478,1478,1446,SEA 34-1446,415,6597.89669387513,2176066.68070548
1479,1479,1448,SEA 34-1448,278,6624.27856268994,1311469.62199767
1480,1480,1449,SEA 34-1449,419,5017.68426275227,1266578.73824186
1481,1481,1450,SEA 34-1450,357,5284.46167676505,1312073.29981099
1482,1482,1451,SEA 34-1451,358,4651.66596030887,1317432.284541
1483,1483,1452,SEA 34-1452,303,4734.25451061301,1386023.47965772
1484,1484,1453,SEA 34-1453,282,5991.37359022464,1331737.00476837
1485,1485,1454,SEA 34-1454,312,5506.18870215351,1135846.22582788
1486,1486,1455,SEA 34-1455,586,7249.84640255153,1718173.29254943
1487,1487,1456,SEA 34-1456,438,6800.36799406929,2096544.644449
1488,1488,1457,SEA 34-1457,354,5250.28450488876,1512764.89464016
1489,1489,1458,SEA 34-1458,382,5983.65512933463,1322890.99663818
1490,1490,1459,SEA 34-1459,287,5332.6672393884,1552906.18040279
1491,1491,1460,SEA 34-1460,324,6090.60591826643,2039972.81000093
1492,1492,1461,SEA 34-1461,413,12257.9864288697,5350314.93228785
1493,1493,1462,SEA 34-1462,343,13071.0593775512,5572649.73158107
1494,1494,1463,SEA 34-1463,282,5854.78130651302,1457912.38361324
1495,1495,1464,SEA 34-1464,374,6321.58728692623,1704844.66211274
1496,1496,1465,SEA 34-1465,384,6612.3304176635,1974985.61601705
1497,1497,1466,SEA 34-1466,355,5299.62720075864,1317080.40376913
1498,1498,1467,SEA 34-1467,598,6198.35026138359,1799181.72855586
1499,1499,1468,SEA 34-1468,375,4017.1493495567,884639.339005482
1500,1500,1469,SEA 34-1469,666,5324.21047277943,1330445.99269955
1501,1501,1470,SEA 34-1470,455,4572.96869793433,846264.610540077
1502,1502,1471,SEA 34-1471,507,9241.6175771041,2604486.08589157
1503,1503,1472,SEA 34-1472,266,5306.96836299332,1321918.28780667
1504,1504,1473,SEA 34-1473,341,5247.7484699962,1280611.96286731
1505,1505,1474,SEA 34-1474,425,5304.41060061738,1343701.05083684
1506,1506,1475,SEA 34-1475,325,4621.72219845691,1312146.54534378
1507,1507,1476,SEA 34-1476,290,6529.29770411073,1512624.24060167
1508,1508,1477,SEA 34-1477,347,6498.64638720456,1697202.69175109
1509,1509,1478,SEA 34-1478,252,10022.8389466718,3875407.499632
1510,1510,1479,SEA 34-1479,328,5821.66974991811,1455252.10073436
1511,1511,1480,SEA 34-1480,632,7203.63135335569,2404592.74560228
1512,1512,1481,SEA 34-1481,523,5324.39152165212,1350586.2646271
1513,1513,1482,SEA 34-1482,365,5243.38651011916,1267312.63403011
1514,1514,1484,SEA 34-1484,421,6372.38564375902,1552980.87897106
1515,1515,1485,SEA 34-1485,849,7093.2190543544,2505346.61634207
1516,1516,1486,SEA 34-1486,383,8190.3434322337,2058189.793424
1517,1517,1487,SEA 34-1487,788,9166.04310760214,4489526.255931
1518,1518,1488,SEA 34-1488,477,8180.72030518664,3400144.73307428
1519,1519,1489,SEA 34-1489,818,19753.9752897162,14014834.0865275
1520,1520,1490,SEA 34-1490,476,7870.33649822962,2840750.85391496
1521,1521,1493,SEA 34-1493,762,28674.4526249648,23063835.8133283
1522,1522,1494,SEA 34-1494,574,44472.3008586758,52443153.1571948
1523,1523,1496,SEA 34-1496,378,8161.3155935958,3832093.42322694
1524,1524,1497,SEA 34-1497,800,20352.3620501685,16416842.7222143
1525,1525,1498,SEA 34-1498,751,13119.2674143585,5263386.73652829
1526,1526,1499,SEA 34-1499,545,8573.28536718808,2529746.0128934
1527,1527,1500,SEA 34-1500,615,5902.13293101205,2165692.30415349
1528,1528,1501,SEA 34-1501,360,5429.62053609694,1826555.43738878
1529,1529,1502,SEA 34-1502,351,7589.37446272044,2288300.6533424
1530,1530,1504,SEA 34-1504,454,6616.44235501726,2204910.57111912
1531,1531,1506,SEA 34-1506,284,4004.22767826844,848206.517920327
1532,1532,1507,SEA 34-1507,359,8910.19932455363,2915170.94954049
1533,1533,1508,SEA 34-1508,274,8817.2457672901,3759349.77278638
1534,1534,1509,SEA 34-1509,270,5542.52176326631,1325380.15519161
1535,1535,1510,SEA 34-1510,419,5294.90213688884,1750790.36584022
1536,1536,1511,SEA 34-1511,307,6695.16659310818,1345414.01241853
1537,1537,1512,SEA 34-1512,295,5336.26308994096,1783258.64661753
1538,1538,1513,SEA 34-1513,729,15267.4867078842,5791555.25450379
1539,1539,1514,SEA 34-1514,550,7956.34483950252,3499711.38822857
1540,1540,1515,SEA 34-1515,417,8609.84669158537,2629867.81520301
1541,1541,1516,SEA 34-1516,408,6267.02865005783,2048172.9389698
1542,1542,1517,SEA 34-1517,292,4791.3101232865,1239160.96702658
1543,1543,1518,SEA 34-1518,258,4931.17745963088,1225157.20645647
1544,1544,1519,SEA 34-1519,327,6377.01515809862,1594917.68011537
1545,1545,1520,SEA 34-1520,320,11834.1317936887,6365110.00629842
1546,1546,1521,SEA 34-1521,279,7700.49539957336,2719310.27541593
1547,1547,1522,SEA 34-1522,277,7907.68071664211,1310078.03797706
1548,1548,1523,SEA 34-1523,291,8869.29375323589,1791084.92007575
1549,1549,1524,SEA 34-1524,299,7065.55602410017,1526154.21448424
1550,1550,1526,SEA 34-1526,257,5582.93033282853,1404672.42099008
1551,1551,1527,SEA 34-1527,711,7958.50957884035,3857444.80775204
1552,1552,1529,SEA 34-1529,280,4655.13647816627,1331474.40521806
1553,1553,1530,SEA 34-1530,700,12485.3540284458,5620515.52839176
1554,1554,1532,SEA 34-1532,236,5961.72389174692,2087868.58730574
1555,1555,1533,SEA 34-1533,240,9065.23521749926,3409884.28290334
1556,1556,1534,SEA 34-1534,372,7120.5665508628,2450678.86448967
1557,1557,1535,SEA 34-1535,251,5393.16249173204,1588240.42717729
1558,1558,1536,SEA 34-1536,337,6713.44719729713,2035391.49590575
1559,1559,1537,SEA 34-1537,298,5388.97083450743,1807857.55902069
1560,1560,1538,SEA 34-1538,415,6584.08831434252,2539961.50492561
1561,1561,1539,SEA 34-1539,362,6188.04230187154,1907136.20010697
1562,1562,1540,SEA 34-1540,353,6758.07470477801,2052610.62066888
1563,1563,1541,SEA 34-1541,379,9021.15798410936,2821094.32371428
1564,1564,1543,SEA 34-1543,312,12872.1883304116,5515860.0778726
1565,1565,1545,SEA 34-1545,467,7203.89556858363,2279786.22700091
1566,1566,1546,SEA 34-1546,417,9561.08781606298,3784687.14966376
1567,1567,2501,SEA 34-2501,383,10107.524439848,4499646.69316092
1568,1568,3175,SEA 34-3175,384,6858.8054378701,1632202.20157049
1569,1569,3263,SEA 34-3263,465,9100.64020085966,2912948.15553344
1570,1570,3264,SEA 34-3264,372,5896.8186529974,1682342.53458988
1571,1571,3265,SEA 34-3265,405,5312.57665094554,1323388.95329813
1572,1572,3266,SEA 34-3266,359,6617.73424288673,2623843.80366349
1573,1573,3632,SEA 34-3632,357,7948.40380862149,2621871.97443469
1574,1574,3637,SEA 34-3637,598,18352.733247386,11081269.9781282
1575,1575,3648,SEA 34-3648,530,12109.0548106951,4074493.36564128
1576,1576,3682,SEA 34-3682,427,8704.87549066266,2472805.4701915
1577,1577,3702,SEA 34-3702,528,5124.87708306307,450607.188175788
1578,1578,3767,SEA 34-3767,429,2595.34355820364,419992.703339275
1579,1579,3770,SEA 34-3770,691,3922.70382760635,852061.999810325
1580,1580,3772,SEA 34-3772,582,9083.27822790913,3632604.53317876
1581,1581,3785,SEA 34-3785,413,5230.26781554559,1711027.48902225
1582,1582,1273,SEA 36-1273,298,4491.06151354423,1050238.84990129
1583,1583,1286,SEA 36-1286,459,4823.26689093617,1261351.84294062
1584,1584,1287,SEA 36-1287,777,8297.37603791191,2539434.99729945
1585,1585,1288,SEA 36-1288,411,6365.66294539773,1215989.20418555
1586,1586,1292,SEA 36-1292,363,4779.47195940914,1231005.77695506
1587,1587,1294,SEA 36-1294,719,6581.48013459527,2289838.92045103
1588,1588,1295,SEA 36-1295,363,5331.82673832321,1050323.02097685
1589,1589,1296,SEA 36-1296,319,3862.76934695971,908956.576050674
1590,1590,1297,SEA 36-1297,303,4176.76574795777,995221.520300017
1591,1591,1298,SEA 36-1298,341,4100.29526227936,975111.511800679
1592,1592,1299,SEA 36-1299,444,4253.36058944706,1052138.54031396
1593,1593,1300,SEA 36-1300,394,4102.37072974722,990189.999455492
1594,1594,1301,SEA 36-1301,322,4284.0119462303,1078710.00192428
1595,1595,1303,SEA 36-1303,429,4263.56854584507,1066066.43777998
1596,1596,1304,SEA 36-1304,388,5099.52555066713,1132748.75311034
1597,1597,1305,SEA 36-1305,295,5560.27542981803,880861.620330826
1598,1598,1306,SEA 36-1306,386,4254.87446990096,1066731.6669162
1599,1599,1307,SEA 36-1307,279,4243.21096755625,876794.211895866
1600,1600,1308,SEA 36-1308,315,4787.76408682679,1240522.66165822
1601,1601,1309,SEA 36-1309,576,5305.8898956252,1759109.2919743
1602,1602,1317,SEA 36-1317,671,10081.1270660349,3878410.05591522
1603,1603,1318,SEA 36-1318,597,3444.21578800652,700077.169203782
1604,1604,1319,SEA 36-1319,519,4818.23093534999,1391270.37527766
1605,1605,1320,SEA 36-1320,385,4693.10169662535,1241869.94936837
1606,1606,1321,SEA 36-1321,420,4722.39233141084,1206635.17163945
1607,1607,1322,SEA 36-1322,512,5770.98537735668,1083919.28171504
1608,1608,1323,SEA 36-1323,537,5087.34755214519,1355648.13768877
1609,1609,1324,SEA 36-1324,803,4483.56204711631,1152390.12195109
1610,1610,1325,SEA 36-1325,734,4541.98057881957,1193750.0661006
1611,1611,1326,SEA 36-1326,827,4629.14019605082,1111144.05688526
1612,1612,1328,SEA 36-1328,775,14870.3778531581,8165220.541789
1613,1613,1329,SEA 36-1329,453,6379.91688696016,1426264.93192896
1614,1614,1382,SEA 36-1382,418,6379.14249127426,1767651.09073881
1615,1615,1384,SEA 36-1384,328,4970.74466645758,1284866.51036745
1616,1616,1385,SEA 36-1385,324,4320.86358368452,882572.591085226
1617,1617,1386,SEA 36-1386,335,6311.74936378486,1977130.09167449
1618,1618,1387,SEA 36-1387,444,8326.82242659729,3084864.10596422
1619,1619,1388,SEA 36-1388,352,4720.11006187822,1138710.83536511
1620,1620,1389,SEA 36-1389,249,5477.38903033861,1230519.43292776
1621,1621,1390,SEA 36-1390,324,5032.51481737297,1050136.23600236
1622,1622,1391,SEA 36-1391,429,4260.39981628317,1060620.51315886
1623,1623,1392,SEA 36-1392,462,4776.38085495204,1231474.82631588
1624,1624,1393,SEA 36-1393,312,5607.5159813721,1484700.5200397
1625,1625,1394,SEA 36-1394,706,4642.31773597159,1325989.93388995
1626,1626,1395,SEA 36-1395,496,6050.93215198953,1211149.01846676
1627,1627,1396,SEA 36-1396,289,4261.44527761454,957197.034577529
1628,1628,1397,SEA 36-1397,368,4738.8828841134,1110707.79252647
1629,1629,1398,SEA 36-1398,545,6005.08044948002,1719484.6320531
1630,1630,1399,SEA 36-1399,310,6822.9556925108,1397496.39119354
1631,1631,1402,SEA 36-1402,388,4769.49004119499,1229139.86620379
1632,1632,1403,SEA 36-1403,523,4502.31839473013,1053705.97347448
1633,1633,1661,SEA 36-1661,284,10482.8594294326,5545976.13845942
1634,1634,1662,SEA 36-1662,436,8376.78242514152,2309247.57485366
1635,1635,1663,SEA 36-1663,287,6365.13017451596,1388919.66297757
1636,1636,1664,SEA 36-1664,327,12911.7901530023,6479492.2617089
1637,1637,1665,SEA 36-1665,516,7860.12943443125,2827655.65269852
1638,1638,1666,SEA 36-1666,643,19291.2017667916,10428171.8963914
1639,1639,1668,SEA 36-1668,474,4805.31774596254,1148440.0694386
1640,1640,1670,SEA 36-1670,507,7078.16728053805,2122825.65134789
1641,1641,1672,SEA 36-1672,251,5151.81003602928,1657698.52522664
1642,1642,1673,SEA 36-1673,821,9220.76527420381,4808166.29062471
1643,1643,1675,SEA 36-1675,311,7762.27908088702,1505888.2528774
1644,1644,1676,SEA 36-1676,255,19201.8580482765,11227101.4788258
1645,1645,1677,SEA 36-1677,349,5018.5716987668,1568215.96536602
1646,1646,1679,SEA 36-1679,423,9475.58358282427,2184205.23872333
1647,1647,1682,SEA 36-1682,298,5482.07617362931,1474393.40031017
1648,1648,1683,SEA 36-1683,319,5918.37783215771,1534481.94050589
1649,1649,1684,SEA 36-1684,395,6007.1948115633,1148372.25346502
1650,1650,1685,SEA 36-1685,438,5316.82911904959,1252248.80866362
1651,1651,1686,SEA 36-1686,331,16695.5109682172,11477409.5614528
1652,1652,1687,SEA 36-1687,708,5248.02123866058,1643630.03147795
1653,1653,1688,SEA 36-1688,272,5988.50916534949,1060796.48747498
1654,1654,1689,SEA 36-1689,499,8575.34692027793,2611385.62876608
1655,1655,1690,SEA 36-1690,351,5955.60833799226,1526513.57756231
1656,1656,1691,SEA 36-1691,270,6621.18335405556,1531194.73775308
1657,1657,1692,SEA 36-1692,388,7410.25181168252,1745551.97129391
1658,1658,1693,SEA 36-1693,366,6869.84197697157,1598020.16639276
1659,1659,1695,SEA 36-1695,499,6933.37900152604,2778316.86133831
1660,1660,1696,SEA 36-1696,455,33156.6241174983,56067815.4903232
1661,1661,1697,SEA 36-1697,333,5271.59070143869,1290917.58141864
1662,1662,1698,SEA 36-1698,313,6874.56472895473,2093694.95318024
1663,1663,1699,SEA 36-1699,345,13279.7968434446,7964381.29934643
1664,1664,1700,SEA 36-1700,397,5227.52404607638,1700146.65797312
1665,1665,1701,SEA 36-1701,345,7272.84243478977,1455831.77750535
1666,1666,1702,SEA 36-1702,609,11312.1783311109,4590046.45276276
1667,1667,1703,SEA 36-1703,555,6561.44347749023,1807030.1069566
1668,1668,1704,SEA 36-1704,718,6939.95523301696,2638703.86758314
1669,1669,1709,SEA 36-1709,403,5759.78884182903,1020595.4373463
1670,1670,1710,SEA 36-1710,328,2555.84306052489,305053.535898594
1671,1671,1711,SEA 36-1711,434,3737.95691044194,734903.796860597
1672,1672,1712,SEA 36-1712,521,7571.27839694631,2690347.39503022
1673,1673,1713,SEA 36-1713,356,2092.42113371597,276547.033655903
1674,1674,1714,SEA 36-1714,549,4092.92181520718,552939.274079569
1675,1675,1715,SEA 36-1715,380,2844.747042887,412516.768717468
1676,1676,1716,SEA 36-1716,339,2019.63324038195,235460.722035676
1677,1677,1717,SEA 36-1717,214,2547.86013414586,306599.307950153
1678,1678,1718,SEA 36-1718,327,3212.40277624194,412231.51139436
1679,1679,1719,SEA 36-1719,493,4437.332290438,1014098.15731218
1680,1680,1720,SEA 36-1720,642,3855.19273608895,928315.426994605
1681,1681,1721,SEA 36-1721,739,6335.59834674593,2197670.64705559
1682,1682,1722,SEA 36-1722,562,3861.92209890655,933415.461532569
1683,1683,1723,SEA 36-1723,449,4371.62623141286,1169051.30007378
1684,1684,1724,SEA 36-1724,361,6147.78754050289,1340234.3139477
1685,1685,1725,SEA 36-1725,388,2988.51028763956,455781.190958375
1686,1686,1726,SEA 36-1726,389,3376.58260450034,528200.4972659
1687,1687,1727,SEA 36-1727,381,5327.07997382435,1208841.05832692
1688,1688,1729,SEA 36-1729,220,18750.0688526071,13386586.6959033
1689,1689,1730,SEA 36-1730,368,5052.46694534343,1173268.75238596
1690,1690,1731,SEA 36-1731,408,4930.36714068411,1260871.57810096
1691,1691,1732,SEA 36-1732,431,4455.7550717641,911701.784872242
1692,1692,1734,SEA 36-1734,515,5244.09553056489,868691.435305151
1693,1693,1735,SEA 36-1735,261,3660.54183656049,837186.639419967
1694,1694,1736,SEA 36-1736,338,4817.43860380259,959044.806003422
1695,1695,1737,SEA 36-1737,432,5410.3127235057,1423968.15512213
1696,1696,1738,SEA 36-1738,280,4799.26829885973,1081975.3079709
1697,1697,1739,SEA 36-1739,304,6362.68654811518,1508990.80486196
1698,1698,1740,SEA 36-1740,357,5471.75160657638,1019403.46222306
1699,1699,1741,SEA 36-1741,351,4930.94127408809,1217798.00858083
1700,1700,1742,SEA 36-1742,362,4516.65978920232,996949.693642029
1701,1701,1743,SEA 36-1743,431,6185.91914401731,1609264.50923503
1702,1702,1744,SEA 36-1744,438,6944.55889519819,1473634.53744004
1703,1703,1746,SEA 36-1746,316,4629.5938907427,1165868.27177881
1704,1704,1747,SEA 36-1747,298,5296.7235476611,1167782.90883826
1705,1705,1748,SEA 36-1748,284,4510.48439283969,846329.19803883
1706,1706,1749,SEA 36-1749,747,6719.456153853,1697430.72173886
1707,1707,1750,SEA 36-1750,535,5650.47819455681,1370334.78387193
1708,1708,1751,SEA 36-1751,357,3976.58400729217,876498.098287949
1709,1709,1752,SEA 36-1752,441,4637.79572338599,1315913.73975558
1710,1710,1754,SEA 36-1754,406,6184.33394925883,1316163.65993588
1711,1711,1755,SEA 36-1755,267,5129.15104317277,1097800.51319456
1712,1712,1756,SEA 36-1756,772,7183.22876726328,2539999.11554577
1713,1713,1757,SEA 36-1757,272,5254.58250931528,1484775.78834733
1714,1714,1758,SEA 36-1758,368,5135.269549379,1417292.11625999
1715,1715,1759,SEA 36-1759,280,4199.94056573942,956860.252021796
1716,1716,1760,SEA 36-1760,369,5954.38212034712,2134538.03143503
1717,1717,1761,SEA 36-1761,320,4635.69775709684,1094249.49831408
1718,1718,1762,SEA 36-1762,336,4633.11726941161,1094658.94065723
1719,1719,1763,SEA 36-1763,310,7271.39252655973,2605568.85859203
1720,1720,1764,SEA 36-1764,276,4770.2851212644,950686.944602927
1721,1721,1765,SEA 36-1765,261,5275.80227513269,941058.33670403
1722,1722,1766,SEA 36-1766,438,6078.38566668137,1155271.49572436
1723,1723,1767,SEA 36-1767,634,9406.19073418042,1391176.14233528
1724,1724,1768,SEA 36-1768,360,5848.45234378891,1259037.67561605
1725,1725,1769,SEA 36-1769,243,3833.88852623513,916305.968576058
1726,1726,1770,SEA 36-1770,225,6016.29322100673,912989.464509069
1727,1727,1771,SEA 36-1771,498,8508.02998241015,2653069.23298293
1728,1728,1772,SEA 36-1772,658,3138.48453329101,595752.655886631
1729,1729,1773,SEA 36-1773,638,3365.24583700182,668891.738714889
1730,1730,1774,SEA 36-1774,481,4810.01417844951,1168388.17365924
1731,1731,1775,SEA 36-1775,702,2993.29927581413,549115.724854326
1732,1732,1801,SEA 36-1801,822,4962.05912915095,1272417.64579366
1733,1733,1803,SEA 36-1803,296,5918.10346917495,1324392.71134452
1734,1734,1805,SEA 36-1805,498,8883.73693478125,2670278.75489869
1735,1735,1806,SEA 36-1806,762,11663.6188968379,3522126.66553859
1736,1736,1808,SEA 36-1808,328,9943.53121218013,2604680.49765802
1737,1737,1812,SEA 36-1812,455,4385.85324390706,934120.100674359
1738,1738,1813,SEA 36-1813,352,5409.52803504294,1397034.25376225
1739,1739,1815,SEA 36-1815,482,4022.53892953421,721629.319577315
1740,1740,1816,SEA 36-1816,320,4211.57671396618,868911.824725457
1741,1741,2116,SEA 36-2116,300,5557.95164044161,880168.410137711
1742,1742,2117,SEA 36-2117,339,4764.95460263385,1052880.82137253
1743,1743,2118,SEA 36-2118,400,5431.78632754581,1259998.0182676
1744,1744,2119,SEA 36-2119,412,5853.53373180332,1234067.34556771
1745,1745,2120,SEA 36-2120,418,5592.45762675383,1407869.37119231
1746,1746,2121,SEA 36-2121,493,3984.4552432674,882598.531432256
1747,1747,2125,SEA 36-2125,636,7252.90294305825,2610032.00312072
1748,1748,2126,SEA 36-2126,733,6606.21039090868,2621269.1143229
1749,1749,2129,SEA 36-2129,753,7937.1008764292,2627036.12860839
1750,1750,2130,SEA 36-2130,429,5290.68382699141,1749333.10400937
1751,1751,2131,SEA 36-2131,538,7135.85808509485,2569335.68227765
1752,1752,2133,SEA 36-2133,648,6573.10058711882,1811288.69429592
1753,1753,2134,SEA 36-2134,565,5291.98094809788,1750205.47309437
1754,1754,2146,SEA 36-2146,377,4784.99391366316,1226794.14729938
1755,1755,2147,SEA 36-2147,527,5346.39803277078,1741069.46295598
1756,1756,2148,SEA 36-2148,376,5067.55915754528,1070451.77307921
1757,1757,2149,SEA 36-2149,385,5591.80677453741,1546968.0692024
1758,1758,2161,SEA 36-2161,479,5308.79716711859,1763210.92233795
1759,1759,2162,SEA 36-2162,375,5295.39328988702,1752616.38454072
1760,1760,2163,SEA 36-2163,282,4197.95521317085,1020184.59346313
1761,1761,2164,SEA 36-2164,318,4785.42706703246,1055055.32927368
1762,1762,2165,SEA 36-2165,245,4891.55482223772,925279.351022545
1763,1763,2166,SEA 36-2166,342,5146.50676873977,1146780.73194799
1764,1764,2167,SEA 36-2167,309,4880.08299424719,1121484.13180961
1765,1765,2168,SEA 36-2168,575,6390.98378756052,2317020.62637768
1766,1766,2170,SEA 36-2170,448,5380.50340637474,1626138.40134542
1767,1767,2171,SEA 36-2171,495,5371.24444506115,1804102.87350693
1768,1768,2172,SEA 36-2172,329,4578.04529535514,1099379.23620016
1769,1769,2502,SEA 36-2502,363,6400.94576248282,1402298.42859349
1770,1770,2503,SEA 36-2503,324,4295.86634756371,1083784.03746452
1771,1771,2504,SEA 36-2504,296,4489.65006961214,1043678.61103259
1772,1772,2505,SEA 36-2505,329,11550.3044671058,3592913.50607278
1773,1773,2506,SEA 36-2506,306,5082.80959132765,1163922.61666086
1774,1774,2507,SEA 36-2507,282,4270.40530175021,1073842.67538065
1775,1775,2508,SEA 36-2508,427,6823.72706179272,1695281.10099747
1776,1776,2509,SEA 36-2509,412,6728.71414970813,1794235.92659058
1777,1777,2510,SEA 36-2510,380,5402.37714880567,1230499.1601487
1778,1778,2511,SEA 36-2511,452,21357.9346101615,8647752.79425707
1779,1779,2512,SEA 36-2512,514,7018.29567936791,2502428.75272299
1780,1780,2513,SEA 36-2513,452,6633.5905186269,2635203.96243477
1781,1781,2514,SEA 36-2514,301,5062.94747606375,1529133.57306004
1782,1782,2515,SEA 36-2515,427,6064.87161832826,1563810.18647311
1783,1783,2517,SEA 36-2517,618,8491.27814636317,2243954.86066174
1784,1784,2518,SEA 36-2518,506,9220.5996811467,2575567.30695987
1785,1785,2520,SEA 36-2520,575,6938.93550670615,2619624.10370641
1786,1786,2522,SEA 36-2522,387,6640.97137761152,1758939.79441531
1787,1787,2523,SEA 36-2523,529,9741.14052454027,4173542.89319656
1788,1788,2524,SEA 36-2524,209,5478.94212693489,1167380.75807526
1789,1789,2526,SEA 36-2526,453,17891.0120695767,5324254.28771623
1790,1790,2527,SEA 36-2527,300,5755.19032952894,1425221.11289997
1791,1791,2528,SEA 36-2528,564,17994.8836827784,6977349.6847868
1792,1792,2529,SEA 36-2529,470,10760.8272370111,3412558.29678668
1793,1793,2532,SEA 36-2532,430,14665.5834536146,6238073.1985751
1794,1794,2533,SEA 36-2533,438,6611.3802941188,2628095.64591668
1795,1795,2534,SEA 36-2534,546,7278.92378978946,2792641.02632383
1796,1796,2535,SEA 36-2535,621,7867.63175590394,2600947.5265214
1797,1797,2536,SEA 36-2536,598,11579.071230117,4231250.70124209
1798,1798,2590,SEA 36-2590,380,9514.07645957562,3083431.7430423
1799,1799,2592,SEA 36-2592,381,3833.86185741598,821646.034468326
1800,1800,2593,SEA 36-2593,290,4823.40450234701,1079458.16788581
1801,1801,2743,SEA 36-2743,698,11102.0774273611,5858640.29635229
1802,1802,2749,SEA 36-2749,459,5676.89404242129,1187761.76561473
1803,1803,2750,SEA 36-2750,453,2784.31159656424,411522.289371954
1804,1804,2795,SEA 36-2795,499,7229.42329314204,2375736.570449
1805,1805,3153,SEA 36-3153,417,6095.33849602176,1583074.88542469
1806,1806,3252,SEA 36-3252,484,7664.95657394672,2101487.30574927
1807,1807,3267,SEA 36-3267,500,4010.6204820612,668684.121881411
1808,1808,3317,SEA 36-3317,619,4241.8701077348,882393.951361533
1809,1809,3318,SEA 36-3318,387,3889.24484498555,798111.821376705
1810,1810,3319,SEA 36-3319,499,5654.5700882222,765899.809518968
1811,1811,3341,SEA 36-3341,681,5207.56081836288,1287101.94317204
1812,1812,3345,SEA 36-3345,533,6651.69867772105,2160962.02056735
1813,1813,3496,SEA 36-3496,734,4337.32185463013,812968.664652798
1814,1814,3566,SEA 36-3566,609,2494.31712269897,297916.94723625
1815,1815,3586,SEA 36-3586,718,4881.39808383947,1189308.57647966
1816,1816,3587,SEA 36-3587,738,8448.5387035759,4208902.84732051
1817,1817,3605,SEA 36-3605,590,3627.86860004332,512632.839492367
1818,1818,3669,SEA 36-3669,420,2974.900307742,376599.560293906
1819,1819,3679,SEA 36-3679,311,2443.25214147255,288745.578262078
1820,1820,3686,SEA 36-3686,510,4425.90515887065,1059933.71778301
1821,1821,3689,SEA 36-3689,463,5779.08886431127,1225526.70847254
1822,1822,3699,SEA 36-3699,727,3710.15490751523,541470.204945103
1823,1823,3705,SEA 36-3705,359,2992.13756333774,411598.590961325
1824,1824,3710,SEA 36-3710,584,4504.22799466889,976745.717277587
1825,1825,3720,SEA 36-3720,639,8850.89238565185,4856317.31318644
1826,1826,3743,SEA 36-3743,712,2993.73928038578,550893.982946557
1827,1827,3744,SEA 36-3744,497,6581.74758243212,1953808.334722
1828,1828,3745,SEA 36-3745,499,3736.95633140478,872137.318090406
1829,1829,3747,SEA 36-3747,343,2154.79547587765,274863.098453229
1830,1830,3749,SEA 36-3749,451,7720.59676632113,3242516.24788646
1831,1831,3750,SEA 36-3750,328,2348.57417886354,274506.710263444
1832,1832,3797,SEA 36-3797,411,6877.67991793779,2546235.45289909
1833,1833,1553,SEA 37-1553,446,8072.64947109871,3095961.13354938
1834,1834,1555,SEA 37-1555,472,9760.26203798909,4355048.2623836
1835,1835,1557,SEA 37-1557,425,7437.21322751633,3118137.16598474
1836,1836,1558,SEA 37-1558,659,13616.9074418576,8165420.80898282
1837,1837,1559,SEA 37-1559,414,7362.90418368448,2257370.22909354
1838,1838,1563,SEA 37-1563,329,7522.20183746764,1996595.46394218
1839,1839,1564,SEA 37-1564,436,9027.21495696889,2957745.77809863
1840,1840,1565,SEA 37-1565,354,6636.77105104395,1824520.91969524
1841,1841,1566,SEA 37-1566,364,9417.44781876746,2836616.77162676
1842,1842,1567,SEA 37-1567,378,6615.65171139541,2531075.17994158
1843,1843,1568,SEA 37-1568,483,12551.2193301867,5375614.68837778
1844,1844,1570,SEA 37-1570,691,10686.0611451507,3915004.79999311
1845,1845,1571,SEA 37-1571,444,8554.14113008213,2435677.83602335
1846,1846,1572,SEA 37-1572,337,9957.25910471141,2909483.67488871
1847,1847,1574,SEA 37-1574,493,9403.71028876509,3752487.86557721
