OBJECTID_1,OBJECTID,votdst,NAME,SUM_VOTERS,Shape_Length,Shape_Area
1848,1848,1575,SEA 37-1575,397,8578.29411327245,3321965.99182062
1849,1849,1576,SEA 37-1576,492,8773.60514586458,3174981.9830655
1850,1850,1578,SEA 37-1578,467,7313.27092957441,3059633.59192688
1851,1851,1579,SEA 37-1579,276,5790.23790345604,1566040.56208719
1852,1852,1580,SEA 37-1580,326,6452.97920943552,2286818.70904832
1853,1853,1582,SEA 37-1582,826,10524.1417428784,4125218.56741951
1854,1854,1583,SEA 37-1583,805,5476.99660130191,1765316.08533418
1855,1855,1584,SEA 37-1584,354,6105.22597335042,2130370.71619836
1856,1856,1585,SEA 37-1585,391,6793.45220877522,1818188.75113112
1857,1857,1586,SEA 37-1586,386,8534.82300828137,3569473.41302111
1858,1858,1587,SEA 37-1587,314,11116.7086404504,5415300.91119217
1859,1859,1588,SEA 37-1588,255,7785.18186497394,2365951.80001149
1860,1860,1589,SEA 37-1589,294,9189.78121330172,2526352.73270955
1861,1861,1590,SEA 37-1590,299,7363.15967361473,1930588.66110876
1862,1862,1591,SEA 37-1591,360,6070.94200562502,1868310.11226593
1863,1863,1592,SEA 37-1592,721,6085.355992854,2095892.13422855
1864,1864,1593,SEA 37-1593,497,7530.36443874359,3256509.43869717
1865,1865,1594,SEA 37-1594,467,5787.27626476767,1484366.29115308
1866,1866,1596,SEA 37-1596,542,8828.31251981922,3473601.76858338
1867,1867,1607,SEA 37-1607,564,8821.94060583327,3868267.45496343
1868,1868,1608,SEA 37-1608,687,6555.49480557173,2293231.58058866
1869,1869,1609,SEA 37-1609,454,5312.72254397079,1374163.52737903
1870,1870,1610,SEA 37-1610,319,5117.72513016123,1284140.05260289
1871,1871,1611,SEA 37-1611,306,6773.7448887464,1749620.26539698
1872,1872,1612,SEA 37-1612,276,8813.37926180513,1934693.71573794
1873,1873,1613,SEA 37-1613,317,10558.1261591703,2940441.72178456
1874,1874,1614,SEA 37-1614,287,6643.68019086733,1572570.5182262
1875,1875,1615,SEA 37-1615,344,5599.68001925364,1270187.53382419
1876,1876,1616,SEA 37-1616,366,5645.95315182568,1539266.94694167
1877,1877,1617,SEA 37-1617,307,5062.90916271902,1598418.41249225
1878,1878,1618,SEA 37-1618,430,6743.98289360258,1804211.20154552
1879,1879,1619,SEA 37-1619,497,6824.80608580784,2162062.28110513
1880,1880,1620,SEA 37-1620,457,7593.04991301049,2789719.31936703
1881,1881,1621,SEA 37-1621,355,7970.86258393383,2979308.29800034
1882,1882,1622,SEA 37-1622,599,11240.7645257497,4462071.03818849
1883,1883,1628,SEA 37-1628,527,10767.2237999499,3276990.06997882
1884,1884,1629,SEA 37-1629,580,7245.41316910123,2299783.63102836
1885,1885,1630,SEA 37-1630,325,6590.47793664844,2410305.05390771
1886,1886,1631,SEA 37-1631,301,26885.7930281435,22288108.5770979
1887,1887,1632,SEA 37-1632,293,8513.7322892609,3447352.71130095
1888,1888,1633,SEA 37-1633,336,6547.99114815694,1680882.42104823
1889,1889,1634,SEA 37-1634,558,7799.96514540295,2338059.04618171
1890,1890,1635,SEA 37-1635,678,8165.93672631102,2916288.73002418
1891,1891,1636,SEA 37-1636,721,9331.94922464825,4259459.50380886
1892,1892,1637,SEA 37-1637,825,8307.37180312709,3761262.38683556
1893,1893,1638,SEA 37-1638,571,6270.12912441186,2463008.71381077
1894,1894,1640,SEA 37-1640,833,13057.5689157645,4960064.92940666
1895,1895,1643,SEA 37-1643,582,8118.88278502005,3233292.35018012
1896,1896,1646,SEA 37-1646,614,6950.63965045648,2419839.28146636
1897,1897,1647,SEA 37-1647,828,10590.3916679831,4736853.87453306
1898,1898,1648,SEA 37-1648,790,8977.85122012122,3239785.87503971
1899,1899,1650,SEA 37-1650,272,6752.02337951661,2350256.23572834
1900,1900,1651,SEA 37-1651,796,9080.46826635526,4973650.16397032
1901,1901,1652,SEA 37-1652,286,8254.09299467001,1827557.73158992
1902,1902,1823,SEA 37-1823,166,3743.04126006061,579367.13047993
1903,1903,1824,SEA 37-1824,384,6352.63010760165,1622821.56233192
1904,1904,1825,SEA 37-1825,722,5295.18163598232,1607171.04560913
1905,1905,1827,SEA 37-1827,655,7055.50831862456,2369513.07726218
1906,1906,1831,SEA 37-1831,409,7293.36068185573,1412372.87313859
1907,1907,1833,SEA 37-1833,701,7282.86123069766,2433844.32447118
1908,1908,1834,SEA 37-1834,438,9945.29135178315,3231366.69723362
1909,1909,1838,SEA 37-1838,837,7114.07858675641,2761542.86913008
1910,1910,1839,SEA 37-1839,505,11717.4810755078,5048036.29455299
1911,1911,1840,SEA 37-1840,693,7547.14733542544,1860466.17068583
1912,1912,1841,SEA 37-1841,809,8811.21906163387,3201555.65918643
1913,1913,1850,SEA 37-1850,571,6075.79281054576,2179023.56819644
1914,1914,1853,SEA 37-1853,401,7092.29029373399,2487950.93578746
1915,1915,1854,SEA 37-1854,463,9057.14495309369,3684540.9528372
1916,1916,1864,SEA 37-1864,625,6524.11292152158,2400985.22612454
1917,1917,1871,SEA 37-1871,644,8520.30453017095,3261450.91880566
1918,1918,1872,SEA 37-1872,631,9716.26421133386,4800259.87363658
1919,1919,1875,SEA 37-1875,576,4330.71549846071,1072577.84421903
1920,1920,1876,SEA 37-1876,786,5512.8583497057,1451238.17841949
1921,1921,1879,SEA 37-1879,527,6767.95866077129,2068977.40421976
1922,1922,1880,SEA 37-1880,551,6927.00765534318,1815301.29875051
1923,1923,1881,SEA 37-1881,505,5110.55538466696,1057090.38202905
1924,1924,1882,SEA 37-1882,455,4533.63117067018,974152.880749019
1925,1925,1883,SEA 37-1883,442,5429.2071593254,1273882.29196268
1926,1926,1884,SEA 37-1884,677,7613.74610398617,2154399.06987709
1927,1927,1885,SEA 37-1885,516,5590.78348397474,1679691.04245891
1928,1928,1886,SEA 37-1886,711,6029.40068271452,1373045.89367392
1929,1929,1890,SEA 37-1890,596,8306.21293024155,2883180.46292691
1930,1930,1891,SEA 37-1891,334,5555.79568179834,1936665.08636962
1931,1931,1892,SEA 37-1892,669,4967.89298809374,1143713.85924164
1932,1932,1893,SEA 37-1893,478,5790.91900437934,1800907.56991584
1933,1933,1894,SEA 37-1894,483,6990.97848430335,1753399.68357554
1934,1934,1895,SEA 37-1895,672,6430.44349463184,1906447.02860776
1935,1935,1896,SEA 37-1896,446,5230.12940981526,1627496.99998075
1936,1936,1897,SEA 37-1897,752,5173.15816341569,1288010.45773118
1937,1937,1898,SEA 37-1898,284,5336.07529370552,1182956.23750716
1938,1938,1899,SEA 37-1899,361,6411.36858255671,1957217.8050757
1939,1939,1900,SEA 37-1900,379,4688.77809572766,1237842.22671509
1940,1940,1901,SEA 37-1901,277,3975.09749065761,790055.483126693
1941,1941,1902,SEA 37-1902,325,5801.2845195572,1580295.79567208
1942,1942,1903,SEA 37-1903,305,7585.84331130227,1564884.22495301
1943,1943,1906,SEA 37-1906,452,5791.53880871868,1340191.77788628
1944,1944,1907,SEA 37-1907,727,7061.14257047002,2433081.99931835
1945,1945,1910,SEA 37-1910,543,8333.48243687347,2251891.31925385
1946,1946,1911,SEA 37-1911,274,10880.2107847152,3563397.83946147
1947,1947,1913,SEA 37-1913,354,6009.67554432658,1526949.85274171
1948,1948,1914,SEA 37-1914,533,6460.40153386235,1951573.40939025
1949,1949,1915,SEA 37-1915,412,7089.52409775967,2163299.20521851
1950,1950,1916,SEA 37-1916,344,6788.86507102561,2784377.66285662
1951,1951,1917,SEA 37-1917,475,7596.8640468895,2846521.45973519
1952,1952,1918,SEA 37-1918,349,8561.81197658828,3056550.78893342
1953,1953,1919,SEA 37-1919,370,4658.74023185411,715185.605981363
1954,1954,1920,SEA 37-1920,627,9320.06595605362,2589164.06641338
1955,1955,1925,SEA 37-1925,499,7887.77254295355,3614935.87890258
1956,1956,1927,SEA 37-1927,493,5815.44046876894,1677606.22626352
1957,1957,1930,SEA 37-1930,525,6015.33701115526,1878889.09353234
1958,1958,1932,SEA 37-1932,484,8561.94305587062,3613615.14724416
1959,1959,1934,SEA 37-1934,303,5126.97098593234,1401164.45634782
1960,1960,1935,SEA 37-1935,658,8770.61129205031,3636084.83679142
1961,1961,1936,SEA 37-1936,614,16820.7532929202,6652696.08746794
1962,1962,1938,SEA 37-1938,650,6532.27314853168,2364946.25176405
1963,1963,1940,SEA 37-1940,566,6938.42101041646,2240193.53275055
1964,1964,1944,SEA 37-1944,743,10405.4560874107,3666897.84732575
1965,1965,1950,SEA 37-1950,165,7375.74517652881,2319793.56743513
1966,1966,2686,SEA 37-2686,537,4265.16194131404,870409.295665156
1967,1967,2799,SEA 37-2799,499,5343.18805068659,1571121.71748371
1968,1968,2861,SEA 37-2861,411,8558.60231927921,2430412.13164073
1969,1969,3159,SEA 37-3159,623,13334.5920772519,9002337.91372319
1970,1970,3416,SEA 37-3416,495,2787.83228033668,373367.295421857
1971,1971,3567,SEA 37-3567,420,7134.51796902267,2726451.18614778
1972,1972,3573,SEA 37-3573,457,5237.55248871181,1437180.11297315
1973,1973,3617,SEA 37-3617,706,23422.8126984004,25299306.0907818
1974,1974,3636,SEA 37-3636,801,6816.10121637092,2706643.29959698
1975,1975,3639,SEA 37-3639,481,15159.9806154364,8305857.0584845
1976,1976,3647,SEA 37-3647,546,3767.38241280717,886584.158140422
1977,1977,3666,SEA 37-3666,467,6292.26789269028,2213443.99365319
1978,1978,3672,SEA 37-3672,480,7616.87154341331,2539891.13429329
1979,1979,3673,SEA 37-3673,648,6215.81677479346,1997051.11576452
1980,1980,3693,SEA 37-3693,0,2484.40357680886,294646.827361933
1981,1981,3694,SEA 37-3694,98,2479.6797951929,295672.848338852
1982,1982,3696,SEA 37-3696,202,7693.97572903321,1022854.01720862
1983,1983,3708,SEA 37-3708,664,5275.16651048886,1375906.12230214
1984,1984,3721,SEA 37-3721,437,3862.82209586391,886254.364938444
1985,1985,3729,SEA 37-3729,431,4367.60602132383,810506.813379067
1986,1986,3730,SEA 37-3730,483,4499.32617790726,1121032.62879187
1987,1987,3731,SEA 37-3731,476,6238.59806287299,1844456.75179498
1988,1988,3732,SEA 37-3732,597,10921.8352402548,5524427.90597616
1989,1989,3775,SEA 37-3775,489,5058.17707360361,1053959.73038918
1990,1990,3796,SEA 37-3796,355,5469.58673438942,1300211.59938843
1991,1991,1262,SEA 43-1262,491,5311.67435923123,1672981.72160599
1992,1992,1263,SEA 43-1263,336,4610.82976167567,1146480.68730311
1993,1993,1264,SEA 43-1264,374,3951.92996867946,939622.176156135
1994,1994,1265,SEA 43-1265,272,4478.72888461218,801143.957582606
1995,1995,1266,SEA 43-1266,382,5470.20106186643,1318223.76187648
1996,1996,1267,SEA 43-1267,408,4724.86446925615,1096320.14492877
1997,1997,1268,SEA 43-1268,364,6754.16552558132,1264238.03632618
1998,1998,1269,SEA 43-1269,354,5224.14791295122,1192088.91555847
1999,1999,1271,SEA 43-1271,837,6418.14735249627,1807595.92871531
2000,2000,1272,SEA 43-1272,502,7402.40415259502,1588019.55117194
2001,2001,1274,SEA 43-1274,307,5548.75096739566,1091775.94908784
2002,2002,1275,SEA 43-1275,289,4455.04420579699,1015987.3582859
2003,2003,1277,SEA 43-1277,613,5957.20758399777,1167188.81073309
2004,2004,1278,SEA 43-1278,700,5523.56637519121,1540071.75684642
2005,2005,1279,SEA 43-1279,712,8629.50356832544,3846189.28625799
2006,2006,1280,SEA 43-1280,569,24235.6197183468,20466360.4360452
2007,2007,1291,SEA 43-1291,697,6351.07864623178,2028025.58541986
2008,2008,1330,SEA 43-1330,402,5740.09720491622,1294712.60079335
2009,2009,1331,SEA 43-1331,391,5355.04490342001,1395949.88207809
2010,2010,1332,SEA 43-1332,405,4686.98395290773,1161455.44231451
2011,2011,1333,SEA 43-1333,352,4780.07168868362,1415699.68305132
2012,2012,1334,SEA 43-1334,448,7914.97283048342,3204343.18224983
2013,2013,1335,SEA 43-1335,696,7785.21128631635,2539610.72751344
2014,2014,1338,SEA 43-1338,445,5499.90371117591,1602950.73590244
2015,2015,1339,SEA 43-1339,313,5485.20344920041,1162470.29844728
2016,2016,1341,SEA 43-1341,507,6795.05469336525,1835864.2732762
2017,2017,1342,SEA 43-1342,367,5736.23352193195,1022057.55467807
2018,2018,1343,SEA 43-1343,350,4555.99801070844,943087.374902065
2019,2019,1344,SEA 43-1344,461,13088.1960599782,6095099.68717516
2020,2020,1345,SEA 43-1345,476,5382.89398024555,986321.464558187
2021,2021,1347,SEA 43-1347,737,5888.41665241118,1807769.67979338
2022,2022,1348,SEA 43-1348,605,4740.48830058192,964778.169027148
2023,2023,1349,SEA 43-1349,385,4254.01984537327,973393.207082413
2024,2024,1350,SEA 43-1350,346,5217.25413339512,1137772.44081093
2025,2025,1351,SEA 43-1351,579,7491.90729645181,1346165.76441427
2026,2026,1352,SEA 43-1352,672,8670.09415985693,2336727.79287194
2027,2027,1353,SEA 43-1353,510,4726.80553195787,925586.575597097
2028,2028,1354,SEA 43-1354,503,3985.07723779734,880644.8195141
2029,2029,1355,SEA 43-1355,433,3971.29531050188,878094.1369514
2030,2030,1357,SEA 43-1357,356,5316.33963125257,1392909.93809391
2031,2031,1358,SEA 43-1358,470,5207.08922469798,1279855.8625102
2032,2032,1359,SEA 43-1359,570,4952.09047690237,1087797.46446691
2033,2033,1360,SEA 43-1360,841,5922.78520935783,1507849.59395324
2034,2034,1361,SEA 43-1361,341,4351.91925410293,841279.834235763
2035,2035,1362,SEA 43-1362,729,4323.18308676632,1156103.31799496
2036,2036,1363,SEA 43-1363,404,5168.22900405086,1402721.42637266
2037,2037,1364,SEA 43-1364,562,7367.66310089115,2543480.30195529
2038,2038,1365,SEA 43-1365,579,5307.43991202146,1263162.82576776
2039,2039,1366,SEA 43-1366,388,4555.82939989137,777197.543939606
2040,2040,1367,SEA 43-1367,374,5293.2698879802,1403894.83835468
2041,2041,1368,SEA 43-1368,327,4834.42261347926,1019795.57797666
2042,2042,1369,SEA 43-1369,291,4082.72279694702,956291.791650739
2043,2043,1370,SEA 43-1370,330,5767.47342679909,1543190.7161424
2044,2044,1371,SEA 43-1371,310,5105.41862923257,887968.017638511
2045,2045,1372,SEA 43-1372,352,4286.60808415599,869927.421206255
2046,2046,1373,SEA 43-1373,346,5055.11086076028,1180253.92241435
2047,2047,1374,SEA 43-1374,319,4464.03388971988,917575.465158732
2048,2048,1375,SEA 43-1375,346,4307.47298273053,982343.292532164
2049,2049,1376,SEA 43-1376,711,7837.93637529682,2888900.98941125
2050,2050,1377,SEA 43-1377,343,7006.74013856296,1629548.17824917
2051,2051,1378,SEA 43-1378,301,4410.05109590051,904950.47131336
2052,2052,1379,SEA 43-1379,273,4343.43695262082,951343.049854335
2053,2053,1380,SEA 43-1380,286,4610.12604847155,877765.509963121
2054,2054,1406,SEA 43-1406,430,4135.66460088657,1080134.84352128
2055,2055,1776,SEA 43-1776,793,6980.68053131976,2447330.25901346
2056,2056,1779,SEA 43-1779,484,1868.09741680489,197040.794129253
2057,2057,1780,SEA 43-1780,476,4980.68375741245,1003226.83201886
2058,2058,1781,SEA 43-1781,328,4381.05540981657,887349.042131208
2059,2059,1783,SEA 43-1783,410,2348.88208319509,274686.942981675
2060,2060,1784,SEA 43-1784,536,2480.42795379909,295631.793766678
2061,2061,1787,SEA 43-1787,537,4365.36185819948,576348.444641101
2062,2062,1788,SEA 43-1788,716,2262.44543389071,263536.912860888
2063,2063,1817,SEA 43-1817,258,6075.77659648328,1476323.27403824
2064,2064,1818,SEA 43-1818,301,3582.66213356656,500938.242513193
2065,2065,1819,SEA 43-1819,494,9788.83391164044,3701125.09602405
2066,2066,1821,SEA 43-1821,238,9138.15695817114,2035925.17531499
2067,2067,1826,SEA 43-1826,557,5820.43578568397,1717781.29363997
2068,2068,1835,SEA 43-1835,723,4164.99689209581,1079431.91830542
2069,2069,1842,SEA 43-1842,522,2483.17600210519,356871.490184855
2070,2070,1843,SEA 43-1843,809,4619.26727590336,1143077.40774139
2071,2071,1845,SEA 43-1845,627,2632.21021989245,387525.596768571
2072,2072,1846,SEA 43-1846,359,3802.95504818332,686293.385017411
2073,2073,1847,SEA 43-1847,633,3056.86039724761,505589.136903818
2074,2074,1849,SEA 43-1849,350,2323.31143229638,270763.099495626
2075,2075,1851,SEA 43-1851,670,4227.74190646787,744553.141712289
2076,2076,1855,SEA 43-1855,641,3228.34682627963,650455.5181118
2077,2077,1856,SEA 43-1856,592,3832.20973994627,434225.75999992
2078,2078,1857,SEA 43-1857,613,3017.91277748125,523844.218063461
2079,2079,1858,SEA 43-1858,355,2769.10286983143,436994.983414384
2080,2080,1859,SEA 43-1859,608,5354.80760600513,1658269.56243493
2081,2081,1860,SEA 43-1860,786,5501.44334576696,1334993.77591999
2082,2082,1861,SEA 43-1861,761,4440.52491721717,740627.376333456
2083,2083,1862,SEA 43-1862,494,9329.14361079315,3363133.31315096
2084,2084,1863,SEA 43-1863,488,5301.64622914548,681933.987299205
2085,2085,1867,SEA 43-1867,618,3845.2254025862,823502.555572957
2086,2086,1868,SEA 43-1868,388,4591.50007266809,710676.10594754
2087,2087,1869,SEA 43-1869,485,4951.90695549194,803197.285496873
2088,2088,1870,SEA 43-1870,549,5804.03940400418,975990.472153092
2089,2089,1874,SEA 43-1874,716,4385.95299486512,824326.356621552
2090,2090,1887,SEA 43-1887,845,5005.85128419959,1146062.25046703
2091,2091,1888,SEA 43-1888,664,4365.20140629886,753613.79966487
2092,2092,1889,SEA 43-1889,473,6554.29634222117,1613172.62919807
2093,2093,1975,SEA 43-1975,314,3813.41304592895,773077.232896811
2094,2094,1976,SEA 43-1976,212,14059.6472729336,11156142.8156844
2095,2095,1982,SEA 43-1982,612,6694.02203870578,1926852.55993943
2096,2096,1983,SEA 43-1983,489,8909.34628820117,2669754.9528522
2097,2097,1986,SEA 43-1986,267,7778.95934895336,2392852.99665372
2098,2098,1990,SEA 43-1990,499,6270.39805613746,1299074.92587119
2099,2099,1991,SEA 43-1991,608,9014.28075453132,2963593.19267183
2100,2100,1992,SEA 43-1992,654,21729.6629412638,18442000.9372426
2101,2101,1993,SEA 43-1993,244,4813.9289973179,1045522.10371534
2102,2102,1994,SEA 43-1994,290,5606.78168158806,1368575.07186018
2103,2103,1995,SEA 43-1995,243,4684.68433873764,906987.922237392
2104,2104,1996,SEA 43-1996,312,7165.50685138553,2432151.86355935
2105,2105,1997,SEA 43-1997,308,7475.98294093061,2597618.49450833
2106,2106,1999,SEA 43-1999,453,5888.345182564,1803960.17133413
2107,2107,2000,SEA 43-2000,568,5826.00602789268,1637090.57913748
2108,2108,2001,SEA 43-2001,660,6196.32670354032,1598763.30557485
2109,2109,2002,SEA 43-2002,690,4777.39492416002,1227585.0359406
2110,2110,2004,SEA 43-2004,364,3589.56518119111,726241.343476317
2111,2111,2006,SEA 43-2006,315,7116.12134006235,1730347.22689806
2112,2112,2007,SEA 43-2007,236,4015.91952418788,815726.5909327
2113,2113,2008,SEA 43-2008,253,5244.8308550841,1301129.69059799
2114,2114,2009,SEA 43-2009,502,10623.6449491198,5278616.97465198
2115,2115,2011,SEA 43-2011,261,8012.28068614532,1975047.42153931
2116,2116,2013,SEA 43-2013,320,8576.07806939099,1420307.89348669
2117,2117,2014,SEA 43-2014,369,7931.0437590282,3078327.89431566
2118,2118,2015,SEA 43-2015,330,6129.71107564929,1885248.5380562
2119,2119,2016,SEA 43-2016,340,4002.85410990985,690411.6711199
2120,2120,2017,SEA 43-2017,417,4418.88087872812,762241.607376013
2121,2121,2018,SEA 43-2018,600,5595.89060684671,1389257.82250774
2122,2122,2020,SEA 43-2020,404,12831.3991445802,4262247.10485394
2123,2123,2021,SEA 43-2021,814,6599.02412329601,1778426.01970865
2124,2124,2023,SEA 43-2023,404,6690.90206178566,1480474.99620271
2125,2125,2024,SEA 43-2024,323,6169.70793645959,1457956.9376898
2126,2126,2025,SEA 43-2025,580,6005.34139848671,1878201.96193251
2127,2127,2026,SEA 43-2026,388,5739.15420581938,1643296.37159009
2128,2128,2027,SEA 43-2027,317,4487.86527761656,1006153.00212641
2129,2129,2028,SEA 43-2028,439,7014.51476862813,1926467.17969651
2130,2130,2029,SEA 43-2029,733,16557.9201871909,4146349.0036724
2131,2131,2033,SEA 43-2033,460,5581.50397519038,1673448.04225278
2132,2132,2034,SEA 43-2034,433,6744.88987466843,1243869.4447782
2133,2133,2035,SEA 43-2035,751,7208.71184757745,2634672.0998539
2134,2134,2037,SEA 43-2037,641,3570.43440061882,796764.034964838
2135,2135,2038,SEA 43-2038,569,6402.89169562705,1431184.93843493
2136,2136,2039,SEA 43-2039,363,4765.29472132148,697832.490926074
2137,2137,2040,SEA 43-2040,568,2372.75853815405,318057.851453671
2138,2138,2043,SEA 43-2043,299,4748.48581506766,1023606.94423749
2139,2139,2044,SEA 43-2044,355,5194.6409356673,1072600.04640136
2140,2140,2045,SEA 43-2045,339,4826.17452162665,1077759.35523593
2141,2141,2047,SEA 43-2047,748,6934.95847796662,2541025.36971423
2142,2142,2048,SEA 43-2048,388,4828.92325848219,1469513.09995242
2143,2143,2049,SEA 43-2049,529,5451.53451416647,1855776.81505048
2144,2144,2050,SEA 43-2050,538,4948.10133688691,1510215.2892125
2145,2145,2052,SEA 43-2052,511,6200.34060387267,1858333.69892237
2146,2146,2055,SEA 43-2055,410,7002.88319426918,1267738.98819836
2147,2147,2058,SEA 43-2058,511,6279.23181191102,1636780.29838118
2148,2148,2059,SEA 43-2059,453,2103.30014198077,265329.197265323
2149,2149,2061,SEA 43-2061,494,3827.69374672474,803127.869019134
2150,2150,2064,SEA 43-2064,375,6043.44003748627,1356578.09252256
2151,2151,2065,SEA 43-2065,750,5342.44982110248,1782864.94565181
2152,2152,2068,SEA 43-2068,457,4345.51475376189,1145749.45646826
2153,2153,2069,SEA 43-2069,784,7623.78340121714,3258005.88617931
2154,2154,2071,SEA 43-2071,351,4590.72872598495,1096256.85842325
2155,2155,2074,SEA 43-2074,582,6280.07349174099,2419029.03990492
2156,2156,2075,SEA 43-2075,422,4176.19924066405,1002832.26241034
2157,2157,2076,SEA 43-2076,398,3834.88398949494,779367.799661899
2158,2158,2081,SEA 43-2081,391,3487.16878882209,567205.076027011
2159,2159,2083,SEA 43-2083,387,7804.84937582162,2535865.60879542
2160,2160,2084,SEA 43-2084,693,7822.56617183822,2055785.94408779
2161,2161,2088,SEA 43-2088,690,6721.14492650814,1946388.89381953
2162,2162,2089,SEA 43-2089,318,4062.03397870013,694909.363601999
2163,2163,2104,SEA 43-2104,380,11040.8050724075,1991249.28524024
2164,2164,2105,SEA 43-2105,663,6533.53758482782,2102431.40201537
2165,2165,2109,SEA 43-2109,530,4922.61968595392,608564.879220371
2166,2166,2110,SEA 43-2110,518,4267.73150080306,1069849.11938753
2167,2167,2113,SEA 43-2113,423,4987.25332011064,1102815.43618475
2168,2168,2115,SEA 43-2115,661,7872.87338787954,3032433.73839136
2169,2169,2237,SEA 43-2237,617,6897.09273084133,1871103.27178508
2170,2170,2238,SEA 43-2238,853,6655.52992833984,2554848.26330104
2171,2171,2239,SEA 43-2239,582,6929.49971074099,2202802.48149087
2172,2172,2541,SEA 43-2541,314,2297.2806406705,252813.466841111
2173,2173,2542,SEA 43-2542,566,3354.33063124861,691391.894871394
2174,2174,2543,SEA 43-2543,401,2313.17451581397,265693.915070763
2175,2175,2544,SEA 43-2544,348,5481.62411596095,1765767.90740445
2176,2176,2545,SEA 43-2545,682,3536.92323938935,642389.110468207
2177,2177,2546,SEA 43-2546,350,2311.84637231541,265163.102457733
2178,2178,2547,SEA 43-2547,394,2386.26741888743,277947.308970634
2179,2179,2549,SEA 43-2549,736,4339.23675206243,784927.0870359
2180,2180,2550,SEA 43-2550,428,2897.41128291571,430403.165120275
2181,2181,2850,SEA 43-2850,392,3770.42224919958,687567.840713723
2182,2182,2852,SEA 43-2852,552,2998.83286608257,442046.26492228
2183,2183,2853,SEA 43-2853,468,2514.51947603489,346431.9032263
2184,2184,2862,SEA 43-2862,597,4595.66513798634,903664.550041589
2185,2185,2928,SEA 43-2928,705,4435.30779479379,581250.718907595
2186,2186,2987,SEA 43-2987,553,3803.35276302806,770191.392965825
2187,2187,3230,SEA 43-3230,702,6663.63484929433,1973224.11623288
2188,2188,3262,SEA 43-3262,310,3969.75122654058,877515.643137473
2189,2189,3320,SEA 43-3320,463,4151.88639491857,673380.615768756
2190,2190,3424,SEA 43-3424,428,6335.12837859149,1084460.33955633
2191,2191,3497,SEA 43-3497,591,11047.3418061705,3707292.47909046
2192,2192,3570,SEA 43-3570,644,5503.36522288836,1808581.83701001
2193,2193,3571,SEA 43-3571,457,7370.04369302166,1832654.39518403
2194,2194,3595,SEA 43-3595,710,3597.61699217894,655294.265046107
2195,2195,3628,SEA 43-3628,539,5360.07006218885,807673.589975909
2196,2196,3665,SEA 43-3665,635,4130.2728864635,864965.28377284
2197,2197,3685,SEA 43-3685,297,4916.08453536179,627689.557579355
2198,2198,3690,SEA 43-3690,38,15196.104123024,6033478.26256382
2199,2199,3692,SEA 43-3692,0,2702.68513201402,397373.582396702
2200,2200,3700,SEA 43-3700,622,3993.40696732115,530859.25560018
2201,2201,3701,SEA 43-3701,479,7077.43893026105,1991399.75498613
2202,2202,3719,SEA 43-3719,405,7436.7454272828,2908532.94100943
2203,2203,3748,SEA 43-3748,624,3766.75845188005,866222.48971009
2204,2204,3776,SEA 43-3776,484,2987.30925602496,547207.223251515
2205,2205,3787,SEA 43-3787,227,3419.44221145817,541664.550645465
2206,2206,3788,SEA 43-3788,356,5371.41305513828,785603.256610416
2207,2207,1282,SEA 46-1282,688,7635.80759356287,2326091.97730959
2208,2208,1283,SEA 46-1283,376,4830.32649702806,1262940.82674442
2209,2209,1284,SEA 46-1284,280,5252.14808436316,1185067.1017881
2210,2210,1285,SEA 46-1285,322,5161.33818825536,1353575.46493897
2211,2211,1310,SEA 46-1310,427,5289.07635317584,1748585.57685734
2212,2212,1311,SEA 46-1311,430,4500.94577304149,1052740.98454871
2213,2213,1312,SEA 46-1312,352,5546.20569313048,1727742.374541
2214,2214,1313,SEA 46-1313,273,5437.72116419737,1234853.87174433
2215,2215,1314,SEA 46-1314,365,5744.29923076986,1614939.31984448
2216,2216,1400,SEA 46-1400,436,6637.59786552846,2029972.86916632
2217,2217,1401,SEA 46-1401,727,6091.34605149704,1578239.60970853
2218,2218,1404,SEA 46-1404,458,6846.05064914531,2151338.10675218
2219,2219,1952,SEA 46-1952,292,5722.33304881805,1334853.88588384
2220,2220,1953,SEA 46-1953,236,6462.18800507472,1120436.67407924
2221,2221,1954,SEA 46-1954,289,8778.63376137062,1856724.89528886
2222,2222,1955,SEA 46-1955,598,9855.78481848296,3103491.94233742
2223,2223,1957,SEA 46-1957,527,12960.986551543,6962803.97355994
2224,2224,1959,SEA 46-1959,724,9062.52099438951,4405491.97841569
2225,2225,1961,SEA 46-1961,278,5145.72848579429,1268148.32948589
2226,2226,1962,SEA 46-1962,314,5783.85993951197,1718322.68064575
2227,2227,1963,SEA 46-1963,275,4574.56126151047,1122380.26300508
2228,2228,1964,SEA 46-1964,554,7515.70660398859,2325367.99651116
2229,2229,1965,SEA 46-1965,291,4294.02432674924,907748.988515734
2230,2230,1966,SEA 46-1966,272,7205.23409328009,3056303.82987952
2231,2231,1967,SEA 46-1967,491,5923.41223499973,1755972.6402476
2232,2232,1968,SEA 46-1968,319,6614.51401625532,2277002.44615845
2233,2233,1969,SEA 46-1969,299,7794.81998483177,2913016.95670758
2234,2234,1970,SEA 46-1970,249,9510.5018243765,3474626.66628564
2235,2235,1971,SEA 46-1971,346,8827.65298816475,2334411.95502178
2236,2236,1974,SEA 46-1974,436,6404.27097358352,2260087.1856559
2237,2237,1977,SEA 46-1977,334,8832.97077503319,3630247.1322387
